RowNumber,LeadId,Surname,months_since_lead_gen,lead_gen_channel,Gender,Age,City,airline_loyalty_tier,no_of_family_members,is_6M_enquiry,is_3M_active,Converted_y_N
8379,15701319,Baxter,4,Direct,Female,37,New Delhi,None,2,1,1,1
8380,15745266,Norman,2,Organic,Male,55,New Delhi,None,1,1,0,1
8381,15650437,Shen,3,Direct,Male,32,Mumbai,Base,2,1,1,0
8382,15764314,Reilly,3,Direct,Male,36,Bangalore,Base,2,0,1,0
8383,15612594,Ifeanacho,3,Organic,Male,25,Chandigarh,None,2,1,1,0
8384,15593501,Graham,2,Networks,Female,36,Chennai,Gold,2,0,1,0
8385,15804150,Lysaght,5,Networks,Male,34,Chandigarh,None,2,1,1,0
8386,15649297,T'ang,4,Networks,Female,62,Delhi,Base,2,1,0,0
8387,15641110,Abron,5,Networks,Male,41,Kolkata,None,1,0,1,0
8388,15660608,Chimaraoke,4,Networks,Male,44,Mumbai,Gold,1,0,1,0
8389,15806570,Y?an,5,Networks,Female,53,Delhi,None,1,0,1,1
8390,15715345,Sergeyeva,5,Organic,Male,25,New Delhi,None,2,0,1,0
8391,15755521,Ma,4,Networks,Female,48,Kolkata,None,2,1,0,1
8392,15579074,Obiajulu,4,Direct,Male,38,Cochin,None,1,1,1,0
8393,15641158,Belcher,5,Direct,Male,32,Chandigarh,None,1,0,1,1
8394,15752507,K?,5,Direct,Male,60,Ahmedabad,Gold,1,0,1,1
8395,15597983,Brown,4,Networks,Male,69,Cochin,Gold,1,1,1,0
8396,15586069,Abernathy,3,Networks,Female,30,Kolkata,Base,1,0,1,0
8397,15655082,Pape,4,Networks,Female,48,Delhi,Base,3,0,1,1
8398,15720155,Tao,4,Direct,Male,29,New Delhi,Silver,1,1,0,1
8399,15582116,Ma,5,Direct,Female,45,Surat,Silver,2,0,1,1
8400,15749365,Earle,3,Networks,Female,34,Mumbai,None,2,1,0,0
8401,15632069,Kazantsev,5,Networks,Male,39,Mumbai,Base,2,0,1,0
8402,15663134,Uspenskaya,3,Organic,Male,58,Hyderabad,None,2,1,1,1
8403,15766683,Coombes,3,Direct,Male,36,New Delhi,Silver,1,0,0,1
8404,15707219,Hopman,6,Networks,Female,28,Delhi,None,2,1,0,0
8405,15709232,McKay,3,Direct,Female,47,Chennai,Gold,2,1,1,0
8406,15801351,Milanesi,3,Networks,Male,40,Chandigarh,None,2,0,1,0
8407,15578747,Chineze,5,Organic,Male,26,Chennai,None,1,1,0,0
8408,15675626,Dawson,5,Networks,Male,28,Bangalore,None,1,0,0,0
8409,15583736,Shih,6,Direct,Male,36,Delhi,None,2,0,1,0
8410,15590011,Hughes,5,Organic,Male,38,Ahmedabad,Silver,1,1,1,0
8411,15609913,Clark,5,Networks,Female,46,Ahmedabad,None,1,0,1,0
8412,15719479,Chukwuhaenye,4,Organic,Female,56,Surat,None,2,1,1,0
8413,15575147,Wall,4,Networks,Male,22,Ahmedabad,None,1,0,1,1
8414,15597309,Howell,5,Organic,Male,36,Surat,None,2,0,0,0
8415,15648367,Lo,3,Direct,Female,29,New Delhi,None,2,1,1,0
8416,15758031,Lazarev,5,Organic,Male,38,Chandigarh,None,1,1,0,0
8417,15751771,Lowe,3,Direct,Male,32,Bangalore,None,1,1,0,0
8418,15689288,Folliero,4,Networks,Female,26,Chennai,None,2,0,1,0
8419,15731026,Han,4,Direct,Female,39,Bangalore,None,2,0,1,0
8420,15775809,Holloway,4,Direct,Female,26,New Delhi,None,1,1,0,0
8421,15743076,Pai,4,Organic,Male,29,Ahmedabad,None,1,1,1,0
8422,15658258,Trejo,4,Networks,Male,43,New Delhi,Silver,1,0,1,0
8423,15756321,Johnston,4,Organic,Female,52,Chennai,Silver,1,0,0,1
8424,15706799,Macknight,5,Organic,Male,44,Delhi,None,1,0,0,1
8425,15775703,Lo,5,Networks,Male,26,Bangalore,None,1,1,1,1
8426,15642636,Glossop,5,Networks,Male,29,Ahmedabad,Base,1,1,1,0
8427,15704651,Bishop,3,Networks,Male,26,Hyderabad,None,2,0,0,0
8428,15806771,Yefremova,5,Networks,Female,40,Kolkata,None,2,0,1,1
8429,15566735,Obialo,3,Direct,Female,36,Bangalore,Base,2,1,1,0
8430,15681671,Nkemjika,6,Direct,Male,28,Bangalore,None,2,1,1,0
8431,15775949,Trevisani,4,Networks,Female,38,Surat,Base,1,1,1,0
8432,15586752,Parkes,4,Direct,Male,33,Mumbai,Gold,1,1,1,0
8433,15582519,Seleznyov,2,Networks,Male,47,New Delhi,Base,1,1,0,1
8434,15658233,Naylor,5,Networks,Female,41,Chennai,Base,1,1,0,0
8435,15755330,Forbes,3,Direct,Male,41,Surat,Base,1,1,0,1
8436,15605072,Douglas,4,Networks,Female,43,Chandigarh,Silver,1,1,1,1
8437,15617538,Nwankwo,6,Organic,Male,40,Surat,None,2,0,0,0
8438,15591428,Myers,5,Networks,Male,29,Ahmedabad,None,2,0,0,0
8439,15692142,Rogova,5,Direct,Female,48,Surat,None,1,1,1,1
8440,15692931,Hsing,4,Networks,Male,22,Bangalore,Base,1,1,1,0
8441,15781127,Giordano,4,Organic,Female,33,Mumbai,None,1,1,1,0
8442,15677136,Okwukwe,4,Networks,Female,23,Chennai,None,2,0,0,0
8443,15677828,Chalmers,3,Networks,Female,34,Delhi,None,2,0,0,0
8444,15567897,Chiazagomekpere,4,Direct,Male,23,Chennai,Silver,1,1,1,0
8445,15793641,Evseyev,5,Networks,Female,70,Chandigarh,None,2,1,1,0
8446,15678333,Parry-Okeden,4,Networks,Female,26,Surat,None,2,0,1,0
8447,15630511,Picot,4,Networks,Female,33,New Delhi,None,2,0,1,0
8448,15792627,Reid,5,Organic,Female,33,Chennai,None,1,1,1,0
8449,15717191,Ferri,3,Networks,Male,49,Hyderabad,None,2,1,1,1
8450,15625716,Genovesi,4,Networks,Female,33,Ahmedabad,Base,1,1,0,0
8451,15710053,Neumayer,4,Direct,Female,44,Chennai,Silver,2,1,0,0
8452,15580043,Murray,3,Organic,Female,22,Mumbai,None,1,1,1,0
8453,15601410,Tien,5,Organic,Female,46,Hyderabad,None,3,1,1,1
8454,15684669,Parkes,3,Networks,Female,41,Ahmedabad,Silver,1,0,1,1
8455,15619083,Yip,3,Networks,Female,35,New Delhi,None,2,1,1,0
8456,15692207,Ingle,4,Networks,Female,53,New Delhi,None,2,1,1,0
8457,15730705,Chidubem,5,Networks,Male,37,Ahmedabad,Platinum,1,0,1,0
8458,15749688,Lu,3,Networks,Male,32,Mumbai,None,2,0,0,0
8459,15728542,Vorobyova,6,Networks,Female,71,Delhi,None,2,1,1,0
8460,15760063,Chiedozie,3,Organic,Male,23,Surat,None,2,1,1,0
8461,15658982,Napolitani,4,Direct,Female,28,Chennai,Base,3,1,0,1
8462,15758769,Coffey,4,Networks,Female,44,Surat,None,1,0,1,0
8463,15778481,Chigbogu,6,Networks,Male,59,Hyderabad,Base,1,1,1,0
8464,15661162,Akabueze,3,Organic,Male,49,Bangalore,None,1,0,1,1
8465,15568164,Istomin,6,Networks,Female,34,Delhi,None,2,1,1,0
8466,15601569,Ndubueze,3,Networks,Female,40,Bangalore,Platinum,1,0,1,1
8467,15772383,Toscani,4,Networks,Male,36,Ahmedabad,Silver,1,0,0,0
8468,15667456,Ross,5,Organic,Male,62,Chandigarh,None,2,1,1,0
8469,15672983,Fernando,4,Organic,Female,27,Chennai,None,2,0,1,0
8470,15799534,McClaran,5,Networks,Male,71,Chennai,Platinum,2,1,1,0
8471,15582847,Yermakova,4,Networks,Male,26,Kolkata,None,2,1,0,0
8472,15612478,Somadina,3,Networks,Male,51,Cochin,None,3,0,1,1
8473,15709621,Wan,4,Networks,Male,31,Chandigarh,None,2,1,0,0
8474,15802009,Mazzi,5,Networks,Female,33,New Delhi,None,2,1,1,0
8475,15698816,Tuan,5,Organic,Female,33,Delhi,None,1,1,1,0
8476,15574830,Townsley,4,Direct,Male,58,Bangalore,Silver,2,0,1,1
8477,15603082,Yashina,5,Networks,Male,51,Ahmedabad,None,2,0,0,0
8478,15685947,Henderson,3,Direct,Male,42,Kolkata,Base,2,1,0,1
8479,15643048,Mueller,4,Networks,Male,66,Kolkata,None,2,1,0,0
8480,15807568,Wright,4,Networks,Male,50,Bangalore,None,2,0,0,0
8481,15597591,Lung,2,Networks,Male,29,Chennai,Base,1,1,1,0
8482,15747558,Bryant,5,Organic,Female,38,Cochin,None,2,0,1,0
8483,15756655,Madukaife,4,Networks,Female,34,Bangalore,None,2,0,0,0
8484,15589949,Maclean,2,Organic,Male,34,Ahmedabad,Gold,1,0,1,0
8485,15601012,Abdullah,6,Networks,Female,60,Chandigarh,None,1,0,1,1
8486,15724269,Yao,4,Networks,Male,25,Surat,None,2,1,1,0
8487,15567506,Cheatham,5,Direct,Female,40,New Delhi,Base,2,1,1,1
8488,15791877,Gallagher,5,Direct,Male,34,Kolkata,Silver,2,1,1,0
8489,15794360,Hao,3,Direct,Female,70,Chennai,None,2,0,1,1
8490,15686538,Nixon,3,Networks,Female,41,Surat,None,2,1,0,0
8491,15585985,Wang,5,Networks,Male,48,Chennai,Platinum,1,0,1,1
8492,15699257,Kerr,4,Organic,Male,42,Bangalore,Silver,2,0,1,0
8493,15804104,Romani,2,Networks,Male,28,Ahmedabad,Base,2,1,0,0
8494,15727619,Lock,5,Direct,Female,46,Ahmedabad,Base,3,0,1,1
8495,15740237,Millar,4,Direct,Male,36,Bangalore,Base,1,0,0,0
8496,15801436,K'ung,4,Networks,Male,42,Delhi,None,1,0,0,1
8497,15705735,Onyekachi,3,Organic,Male,43,Chandigarh,None,2,1,1,0
8498,15649359,Somayina,3,Networks,Male,36,Hyderabad,None,2,1,0,0
8499,15624892,Dennis,5,Direct,Male,37,Surat,None,2,0,1,0
8500,15784918,Brown,2,Direct,Male,35,Bangalore,Base,2,1,0,0
8501,15584785,Ogochukwu,4,Networks,Male,37,Bangalore,None,1,0,1,0
8502,15797197,Macleod,4,Organic,Male,29,New Delhi,None,2,0,1,0
8503,15574858,Page,3,Networks,Male,37,Mumbai,None,2,1,1,0
8504,15794101,Barese,3,Networks,Female,48,Bangalore,None,2,1,0,0
8505,15743245,Agafonova,4,Networks,Male,42,Chandigarh,Silver,1,0,1,1
8506,15791535,Caraway,3,Networks,Male,28,Chennai,Silver,1,0,0,0
8507,15605215,Stevenson,5,Networks,Male,48,Ahmedabad,None,2,1,0,0
8508,15771749,Duncan,4,Direct,Female,38,Chennai,Base,2,1,1,0
8509,15616833,Wang,4,Organic,Male,27,Bangalore,None,2,1,1,0
8510,15750728,Kaur,3,Organic,Female,42,Bangalore,None,1,0,1,0
8511,15769353,Jenkins,3,Networks,Female,40,Mumbai,Gold,1,0,0,1
8512,15770091,Edwards,4,Direct,Male,28,Ahmedabad,Platinum,2,0,1,0
8513,15716420,Kelly,4,Organic,Male,39,Chennai,Platinum,1,1,1,0
8514,15740602,Boyle,4,Direct,Female,27,Delhi,Base,1,1,0,0
8515,15796071,Loane,4,Organic,Male,29,Surat,None,1,0,1,0
8516,15811389,Padovano,5,Direct,Female,35,Kolkata,Platinum,2,1,0,0
8517,15783875,Li Fonti,2,Networks,Female,34,Delhi,None,2,0,1,0
8518,15671800,Robinson,4,Networks,Male,20,Mumbai,Silver,2,1,1,0
8519,15677288,Geach,3,Networks,Male,50,Chandigarh,Base,1,0,0,1
8520,15633525,Payne,4,Networks,Male,29,Surat,None,2,1,0,0
8521,15634606,Chinonyelum,4,Organic,Male,52,Hyderabad,None,2,1,1,0
8522,15579207,Watkins,3,Networks,Male,37,Chandigarh,None,1,0,1,0
8523,15619892,Page,4,Organic,Male,18,Mumbai,None,2,0,1,0
8524,15567778,Genovese,4,Direct,Female,54,Hyderabad,Silver,1,1,1,1
8525,15711750,Watson,5,Networks,Female,34,New Delhi,None,2,1,1,0
8526,15751084,Mancini,5,Networks,Female,29,Mumbai,Silver,1,1,1,0
8527,15768945,Chibueze,4,Networks,Male,27,Hyderabad,None,1,1,1,0
8528,15586931,Hunter,4,Organic,Male,39,Chandigarh,None,1,1,1,0
8529,15636353,Buchi,3,Organic,Male,35,Delhi,None,2,0,0,0
8530,15623858,Charteris,4,Networks,Male,45,Ahmedabad,None,1,0,0,0
8531,15703354,Aksenov,6,Networks,Female,33,Bangalore,None,1,0,1,0
8532,15663987,Wright,5,Organic,Male,30,Hyderabad,None,3,0,1,1
8533,15780805,Lu,3,Networks,Female,35,Bangalore,None,2,0,1,1
8534,15768566,K?,5,Networks,Male,34,Mumbai,None,2,1,1,0
8535,15643229,Hou,4,Networks,Female,31,New Delhi,None,2,1,1,0
8536,15754940,Descoteaux,3,Organic,Male,43,Bangalore,None,1,1,0,1
8537,15676576,Stephenson,4,Networks,Female,43,Mumbai,Silver,1,0,1,0
8538,15800068,Cooper,6,Organic,Female,46,New Delhi,None,2,1,1,0
8539,15648030,Crump,5,Organic,Female,33,Chennai,Silver,2,0,1,0
8540,15668594,Diggs,4,Direct,Female,25,Hyderabad,Silver,1,1,1,0
8541,15728709,Shih,2,Direct,Male,40,Surat,Base,2,0,0,0
8542,15724181,Hudson,4,Organic,Male,47,Chennai,None,2,1,1,0
8543,15647546,Carvosso,4,Direct,Female,40,Mumbai,Gold,2,1,0,0
8544,15702601,Wyatt,4,Direct,Male,30,Delhi,Base,2,1,0,1
8545,15567725,Kodilinyechukwu,4,Networks,Female,46,Surat,None,2,1,1,0
8546,15674179,Vorobyova,3,Direct,Male,34,Surat,None,1,0,0,0
8547,15686957,Piccio,3,Direct,Male,35,Bangalore,Gold,2,0,1,0
8548,15607690,Hsing,4,Direct,Male,47,Bangalore,Base,2,0,0,0
8549,15806546,Lucas,3,Organic,Male,46,Delhi,None,1,0,1,0
8550,15632850,T'ang,5,Networks,Male,37,Mumbai,None,2,1,1,0
8551,15709016,North,4,Direct,Female,47,Hyderabad,None,1,0,0,1
8552,15638068,Thompson,3,Organic,Male,32,Surat,None,2,0,1,0
8553,15749345,Simpson,2,Networks,Female,22,Hyderabad,None,1,1,1,0
8554,15791321,Nwora,4,Organic,Female,58,Delhi,None,1,0,1,0
8555,15699095,Chandler,4,Networks,Female,24,Chandigarh,None,1,1,1,1
8556,15638329,Uspensky,3,Direct,Male,25,Hyderabad,Base,1,1,1,0
8557,15575445,Ferguson,4,Organic,Male,41,Cochin,Gold,1,0,0,0
8558,15752622,Kerr,5,Networks,Female,32,Surat,None,1,1,0,0
8559,15774507,Furneaux,3,Networks,Female,39,Chennai,Base,1,0,1,0
8560,15570857,Kambinachi,4,Direct,Female,39,Kolkata,Base,2,1,1,0
8561,15599386,Black,4,Direct,Male,28,Chennai,None,1,1,1,0
8562,15744913,Chizoba,5,Organic,Male,36,Cochin,Base,1,1,1,0
8563,15647292,Peng,4,Networks,Male,63,Surat,Gold,1,0,0,1
8564,15728838,Leach,3,Networks,Male,45,Hyderabad,Gold,1,0,1,1
8565,15584704,Chiazagomekpele,3,Networks,Male,48,Cochin,None,1,0,1,0
8566,15749068,Nickson,4,Networks,Female,40,Ahmedabad,Silver,1,0,1,1
8567,15622985,Lin,4,Networks,Female,39,Delhi,None,1,0,0,1
8568,15587676,Alexeieva,4,Networks,Male,30,Ahmedabad,None,1,1,1,0
8569,15779496,Sykes,4,Networks,Male,64,Kolkata,None,2,1,0,0
8570,15733460,Martin,4,Organic,Male,36,Ahmedabad,None,2,1,1,0
8571,15711457,Herz,5,Networks,Female,28,Surat,Base,1,1,0,0
8572,15795290,Nikitina,5,Networks,Female,42,Bangalore,Silver,1,0,1,0
8573,15611223,Ko,5,Direct,Female,38,Cochin,None,2,0,1,0
8574,15794159,Highett,4,Networks,Female,26,Mumbai,Base,1,1,1,0
8575,15780677,Jackson,5,Networks,Female,59,Delhi,None,2,1,1,0
8576,15690175,Ball,3,Organic,Male,45,Kolkata,None,2,0,0,0
8577,15722599,Nelson,5,Networks,Female,37,Ahmedabad,Platinum,2,0,0,0
8578,15569976,Woronoff,5,Direct,Male,65,Hyderabad,Silver,1,1,1,1
8579,15707011,Morrison,2,Networks,Male,47,Cochin,Silver,1,0,1,0
8580,15702277,Smith,4,Networks,Male,34,Delhi,None,1,1,0,0
8581,15801915,Rendall,3,Networks,Female,31,New Delhi,Gold,1,0,1,0
8582,15580213,McIntyre,3,Networks,Female,43,Bangalore,None,2,0,1,0
8583,15637947,Wei,4,Organic,Male,32,Hyderabad,Silver,1,1,0,0
8584,15715888,Allardyce,3,Networks,Female,38,Bangalore,Silver,1,1,0,0
8585,15732967,Cremonesi,5,Networks,Male,19,New Delhi,None,2,1,1,0
8586,15737047,Weatherford,5,Networks,Female,45,New Delhi,None,1,0,1,1
8587,15694039,Jen,4,Direct,Female,46,Ahmedabad,Gold,2,0,1,0
8588,15649457,Macleod,3,Direct,Male,41,Bangalore,Silver,2,1,0,0
8589,15742809,Mironova,5,Organic,Female,29,Surat,None,1,0,1,0
8590,15637829,Sharpe,4,Networks,Female,34,Surat,None,2,1,0,0
8591,15633194,Osborne,5,Networks,Female,41,Cochin,Base,4,1,1,1
8592,15611635,Chu,4,Organic,Female,39,New Delhi,None,1,1,0,0
8593,15638774,Chong,5,Organic,Female,40,Ahmedabad,None,2,0,1,0
8594,15722037,Alvarez,4,Direct,Male,36,Surat,Base,1,1,0,0
8595,15672930,Palerma,5,Organic,Male,37,Ahmedabad,None,2,0,1,0
8596,15668774,Chiemenam,5,Direct,Female,23,Chennai,Base,1,0,1,1
8597,15780966,Pritchard,5,Networks,Female,32,Bangalore,None,2,0,0,0
8598,15659694,Wallis,4,Direct,Female,53,Chandigarh,Base,2,1,1,1
8599,15624424,Palerma,4,Organic,Female,49,Hyderabad,None,2,1,1,0
8600,15708713,Hill,4,Networks,Male,35,Chandigarh,None,2,1,1,0
8601,15755405,Hudson,5,Networks,Male,43,Ahmedabad,Silver,1,0,1,1
8602,15647570,Chung,4,Direct,Male,45,Mumbai,Base,1,0,0,0
8603,15684348,Zhdanova,4,Networks,Male,63,Mumbai,None,2,1,0,0
8604,15702541,Fraser,3,Networks,Female,59,Bangalore,Platinum,1,0,1,1
8605,15646942,Meng,5,Organic,Female,39,Surat,None,2,0,0,0
8606,15748920,Cherkasova,3,Networks,Female,49,Mumbai,None,2,1,1,0
8607,15694581,Rawlings,6,Organic,Male,42,Chennai,None,2,1,1,0
8608,15643215,Jen,4,Direct,Male,38,Bangalore,None,2,0,0,0
8609,15649060,Chien,5,Direct,Female,31,Chandigarh,None,2,0,1,0
8610,15774258,Gorbunov,4,Networks,Male,40,Hyderabad,None,2,1,1,0
8611,15731553,Lucas,5,Networks,Male,23,Mumbai,None,2,0,1,0
8612,15617029,Young,3,Organic,Female,30,Hyderabad,None,2,0,1,0
8613,15780716,Colombo,4,Direct,Male,39,Chandigarh,Silver,2,1,1,0
8614,15577018,Tsao,4,Direct,Female,26,Bangalore,Base,1,0,0,0
8615,15809515,Lewis,5,Direct,Male,32,Hyderabad,Gold,1,0,1,0
8616,15789924,Hussain,4,Networks,Female,39,Delhi,None,1,1,1,0
8617,15725076,Anderson,4,Organic,Female,27,New Delhi,Base,2,1,1,0
8618,15672481,Ulyanov,4,Networks,Male,37,New Delhi,None,2,0,1,0
8619,15574115,Shaw,4,Organic,Female,41,New Delhi,None,2,1,1,0
8620,15661830,Lucciano,5,Organic,Female,36,New Delhi,None,2,1,1,0
8621,15665879,Gordon,5,Networks,Female,40,Mumbai,None,2,1,0,0
8622,15673820,Woodward,3,Networks,Male,33,Surat,None,2,0,1,0
8623,15747772,Cunningham,5,Direct,Male,36,Ahmedabad,None,2,0,1,0
8624,15666197,Boni,2,Direct,Female,38,Mumbai,Gold,1,0,1,0
8625,15773639,Truscott,5,Direct,Male,35,Delhi,None,1,0,1,0
8626,15581893,Ginikanwa,5,Networks,Male,43,Hyderabad,Silver,1,1,0,1
8627,15672447,Bailey,4,Direct,Male,40,Surat,None,1,1,0,1
8628,15777830,Hutchinson,4,Networks,Female,42,Delhi,None,2,0,0,0
8629,15713890,Maclean,5,Networks,Male,44,Chandigarh,None,2,1,0,0
8630,15577598,Chiang,4,Organic,Male,23,Delhi,Base,2,0,1,0
8631,15786042,Willmore,5,Direct,Female,44,Bangalore,Platinum,2,0,1,0
8632,15753462,Godson,4,Direct,Male,30,Bangalore,None,2,1,0,0
8633,15759690,Smith,5,Networks,Male,42,Delhi,None,2,1,1,0
8634,15801414,Bitter,5,Networks,Female,35,Bangalore,None,2,0,0,0
8635,15656141,Ts'ao,5,Networks,Male,39,Chennai,None,1,1,0,0
8636,15608701,Chialuka,4,Direct,Male,29,Chandigarh,Base,1,0,1,1
8637,15582892,Scott,4,Networks,Male,46,Bangalore,None,1,1,1,1
8638,15632967,Feng,3,Networks,Male,34,Chandigarh,None,2,1,1,0
8639,15587573,Castiglione,4,Direct,Male,27,Delhi,Base,2,1,0,0
8640,15654891,He,6,Networks,Male,30,New Delhi,None,2,1,1,0
8641,15611365,Fanucci,5,Networks,Female,32,Ahmedabad,Silver,1,0,0,0
8642,15749103,Ginikanwa,4,Direct,Female,47,Delhi,Base,1,1,0,1
8643,15810203,Manning,2,Direct,Female,44,New Delhi,None,2,0,1,0
8644,15813660,Forlonge,5,Organic,Male,40,Bangalore,Platinum,1,1,0,0
8645,15605673,Liang,5,Organic,Female,29,Mumbai,None,2,0,0,0
8646,15669282,Uchechukwu,4,Networks,Female,20,Cochin,Base,1,0,0,0
8647,15792726,Sung,2,Networks,Female,25,Mumbai,Silver,2,1,1,0
8648,15593241,Tochukwu,2,Networks,Male,43,Chandigarh,None,2,1,1,0
8649,15683053,Reyna,6,Organic,Female,48,Bangalore,None,1,0,1,1
8650,15632736,Liang,6,Direct,Female,30,Chandigarh,None,2,1,1,0
8651,15731865,Unwin,4,Networks,Male,27,Hyderabad,None,2,0,1,0
8652,15760450,Rutherford,3,Networks,Male,43,Hyderabad,None,2,1,1,0
8653,15787204,Howe,5,Organic,Female,43,Hyderabad,Base,1,0,0,0
8654,15650454,Tran,4,Networks,Male,57,Chennai,None,2,1,1,0
8655,15573730,Thompson,3,Direct,Male,42,New Delhi,Silver,2,0,1,0
8656,15705050,Linger,4,Networks,Male,30,Ahmedabad,None,2,1,1,0
8657,15791342,Johnston,4,Organic,Male,31,Hyderabad,None,1,1,1,0
8658,15684316,Udokamma,3,Networks,Male,43,Ahmedabad,None,2,0,0,1
8659,15700540,Barrera,3,Direct,Female,38,Bangalore,Silver,1,0,0,0
8660,15770631,Sutherland,5,Organic,Male,25,Chennai,Platinum,1,1,1,0
8661,15790594,Bednall,3,Networks,Female,27,New Delhi,None,2,1,0,0
8662,15604020,Otoole,5,Direct,Female,36,Delhi,None,1,1,0,0
8663,15637599,Cremonesi,3,Direct,Female,44,Delhi,Base,1,0,1,1
8664,15736578,Hamilton,3,Networks,Male,39,Hyderabad,None,1,1,1,0
8665,15666332,Donaldson,4,Organic,Female,48,Bangalore,None,2,1,1,0
8666,15727291,McKay,6,Networks,Female,40,Hyderabad,None,2,0,1,0
8667,15785920,Black,4,Direct,Male,35,Hyderabad,Base,2,1,1,0
8668,15658987,Kane,3,Networks,Female,46,Delhi,None,2,1,1,0
8669,15687719,She,3,Organic,Female,37,Chennai,None,2,1,0,0
8670,15799641,Bruno,3,Organic,Male,39,Bangalore,None,2,0,1,0
8671,15758702,Watson,5,Networks,Female,55,Mumbai,None,2,1,1,0
8672,15689526,Shih,3,Direct,Female,35,Ahmedabad,Silver,2,0,1,1
8673,15586848,Rose,5,Networks,Male,38,Hyderabad,None,2,0,1,0
8674,15707637,Zikoranachukwudimma,5,Networks,Female,56,Hyderabad,None,1,0,1,1
8675,15719426,Cole,3,Networks,Male,67,Mumbai,None,2,1,1,1
8676,15639265,Isaacs,5,Networks,Male,54,Surat,Silver,1,0,1,0
8677,15576124,Muravyova,3,Networks,Male,41,Hyderabad,None,1,0,1,0
8678,15757829,Timperley,4,Direct,Female,40,Cochin,Silver,2,0,1,0
8679,15633227,Kenechukwu,3,Networks,Female,28,Ahmedabad,None,1,0,0,0
8680,15753092,He,5,Direct,Male,35,Chennai,Silver,1,1,1,1
8681,15782939,Storey,5,Networks,Male,42,Delhi,None,1,0,1,1
8682,15746338,Onyekachukwu,3,Networks,Female,40,Bangalore,None,2,1,1,0
8683,15590676,Kharlamova,5,Networks,Male,34,Hyderabad,Silver,1,0,1,0
8684,15599329,Christopher,4,Networks,Female,49,Surat,Platinum,4,1,0,1
8685,15783097,Lombardo,6,Direct,Male,27,New Delhi,Base,1,0,1,0
8686,15597885,Kerr,5,Networks,Male,43,New Delhi,None,2,1,1,0
8687,15597467,Duncan,4,Networks,Female,71,Mumbai,None,2,1,1,0
8688,15724764,Lawley,4,Direct,Female,42,Cochin,None,2,0,0,0
8689,15778418,Burns,4,Direct,Male,40,Ahmedabad,Gold,1,1,1,1
8690,15684769,Whitson,3,Networks,Male,67,Cochin,Silver,1,1,0,0
8691,15756167,Doyne,5,Organic,Female,43,Chennai,Silver,1,1,1,0
8692,15632439,Pinto,4,Networks,Female,39,Delhi,None,2,1,0,0
8693,15755138,Chin,6,Networks,Female,32,Mumbai,None,2,1,1,0
8694,15659092,Davide,4,Networks,Female,50,Chennai,None,2,0,1,1
8695,15742116,Torres,4,Direct,Female,48,Ahmedabad,Base,2,0,0,0
8696,15801994,Buccho,5,Networks,Male,31,Ahmedabad,None,2,0,1,0
8697,15647572,Greece,3,Organic,Male,34,Kolkata,None,1,1,1,0
8698,15644551,Wimble,5,Organic,Female,37,Chandigarh,None,2,0,1,0
8699,15709135,Pirozzi,4,Direct,Male,30,Surat,None,2,0,0,0
8700,15684469,Hsiung,6,Direct,Male,32,Bangalore,Base,1,0,1,0
8701,15627637,Obioma,5,Direct,Male,23,Mumbai,None,2,0,1,0
8702,15667093,Onio,4,Networks,Male,37,Bangalore,None,1,1,1,0
8703,15690589,Udinesi,3,Networks,Male,37,Ahmedabad,Platinum,1,1,0,0
8704,15595350,Fermin,4,Networks,Female,31,Chandigarh,Silver,2,0,1,0
8705,15777586,Moss,5,Organic,Female,42,Bangalore,Base,2,0,1,0
8706,15804064,Docherty,5,Networks,Female,35,Bangalore,None,1,1,1,0
8707,15717770,Marcelo,6,Organic,Female,55,Surat,None,1,0,0,1
8708,15754443,Fadden,2,Networks,Female,35,Ahmedabad,Base,1,0,1,1
8709,15776939,Zox,5,Direct,Female,48,Chandigarh,None,2,0,1,0
8710,15713517,Otitodilinna,3,Networks,Male,39,New Delhi,None,2,0,1,0
8711,15683522,Kennedy,4,Direct,Female,37,Bangalore,Base,1,1,1,0
8712,15673995,Tu,3,Organic,Female,65,Ahmedabad,None,1,0,1,0
8713,15771054,Barnes,2,Organic,Male,35,Chennai,None,2,0,1,0
8714,15578788,Bibi,5,Organic,Male,40,New Delhi,None,2,0,0,0
8715,15737408,L?,5,Networks,Female,41,New Delhi,Base,1,0,1,0
8716,15750837,Landseer,3,Direct,Male,41,Kolkata,Silver,1,1,0,0
8717,15576022,Nwachinemelu,3,Networks,Male,38,Chennai,None,2,1,0,0
8718,15635502,Ch'iu,2,Networks,Male,44,Bangalore,None,1,0,1,0
8719,15627298,Vinogradova,3,Networks,Male,37,Surat,None,2,0,1,1
8720,15811415,Jenks,4,Networks,Female,44,New Delhi,Silver,2,1,1,0
8721,15645059,Crace,5,Networks,Female,28,Mumbai,None,2,0,0,0
8722,15689671,Packham,5,Organic,Male,27,Delhi,None,1,1,1,0
8723,15718667,T'ien,4,Networks,Male,35,Surat,None,1,0,1,0
8724,15803202,Onyekachi,1,Networks,Male,51,Cochin,None,1,1,1,1
8725,15593683,Solomina,4,Organic,Female,30,Mumbai,None,2,0,1,0
8726,15703394,Hawes,4,Organic,Male,27,Chandigarh,None,2,0,1,0
8727,15570289,Benson,4,Direct,Male,43,Mumbai,None,1,0,1,1
